SNO,Timestamp,Phase,MQ136_A,MQ136_B,MQ136_C,MQ138_A,MQ138_B,MQ138_C,BME688_HP501,BME688_HP503,BME688_HP322,TGS2602_A,TGS2602_B,Temp,Hum,ActiveSensorsArray,VOC_Activated,Concentration,Distance
177,7/16/25 12:20,Puff,663,646,641,2053,1907,1927,1278,1584,1431,1636,1651,27.36,49,"1,2,3,4,5,6,7,8",Toluene,10,10
178,7/16/25 12:20,Puff,632,635,614,2045,2103,2009,1393,1641,1517,1613,1602,23.52,51,"1,2,3,4,5,6,7,8",Toluene,10,10
179,7/16/25 12:20,Puff,680,620,671,2067,1929,1859,1547,1558,1553,1642,1650,22.85,51,"1,2,3,4,5,6,7,8",Toluene,10,10
180,7/16/25 12:21,Puff,644,678,658,2092,1933,2088,1354,1609,1482,1649,1657,27.48,50,"1,2,3,4,5,6,7,8",Toluene,10,10
181,7/16/25 12:21,Puff,678,664,628,2088,1860,2025,1396,1673,1535,1608,1605,22.94,48,"1,2,3,4,5,6,7,8",Toluene,10,10
182,7/16/25 12:21,Puff,622,664,673,2076,2068,1955,1489,1632,1561,1605,1631,23.22,48,"1,2,3,4,5,6,7,8",Toluene,10,10
183,7/16/25 12:21,Puff,690,678,663,1949,2011,1846,1614,1625,1620,1648,1606,23.17,50,"1,2,3,4,5,6,7,8",Toluene,10,10
184,7/16/25 12:21,Puff,667,640,621,1942,1946,1896,1438,1656,1547,1634,1624,26.36,49,"1,2,3,4,5,6,7,8",Toluene,10,10
185,7/16/25 12:21,Puff,637,643,671,2103,2063,1854,1486,1520,1503,1639,1625,23.14,49,"1,2,3,4,5,6,7,8",Toluene,10,10
186,7/16/25 12:21,Puff,616,640,680,1935,2060,1923,1315,1561,1438,1656,1633,25.51,51,"1,2,3,4,5,6,7,8",Toluene,10,10
187,7/16/25 12:21,Puff,631,681,679,1992,1941,1943,1346,1605,1476,1642,1626,26.11,51,"1,2,3,4,5,6,7,8",Toluene,10,10
188,7/16/25 12:21,Puff,658,610,646,2112,1946,1875,1470,1662,1566,1639,1642,25.49,49,"1,2,3,4,5,6,7,8",Toluene,10,10
189,7/16/25 12:21,Puff,629,614,639,1960,1867,1864,1395,1648,1522,1642,1639,24.35,50,"1,2,3,4,5,6,7,8",Toluene,10,10
190,7/16/25 12:21,Puff,655,647,676,1975,2048,1949,1468,1597,1533,1617,1618,24.25,51,"1,2,3,4,5,6,7,8",Toluene,10,10
191,7/16/25 12:21,Puff,656,642,664,2029,1928,1881,1327,1663,1495,1640,1657,25.68,51,"1,2,3,4,5,6,7,8",Toluene,10,10
192,7/16/25 12:21,Puff,613,615,633,1902,1982,2097,1439,1564,1502,1642,1656,22.67,50,"1,2,3,4,5,6,7,8",Toluene,10,10
193,7/16/25 12:21,Puff,634,634,644,1845,1919,2091,1368,1553,1461,1643,1628,25.03,48,"1,2,3,4,5,6,7,8",Toluene,10,10
194,7/16/25 12:21,Puff,669,614,662,2027,1997,2015,1274,1584,1429,1625,1628,25.47,51,"1,2,3,4,5,6,7,8",Toluene,10,10
195,7/16/25 12:21,Puff,687,621,684,2001,1878,2034,1287,1602,1445,1613,1612,25.95,50,"1,2,3,4,5,6,7,8",Toluene,10,10
196,7/16/25 12:21,Puff,669,618,690,2088,2068,1929,1420,1646,1533,1643,1625,23.43,50,"1,2,3,4,5,6,7,8",Toluene,10,10
197,7/16/25 12:21,Puff,611,672,666,1961,1840,2029,1323,1667,1495,1624,1612,27.04,49,"1,2,3,4,5,6,7,8",Toluene,10,10
198,7/16/25 12:21,Puff,687,652,629,1979,2004,1841,1508,1530,1519,1634,1642,25.41,48,"1,2,3,4,5,6,7,8",Toluene,10,10
199,7/16/25 12:21,Puff,680,688,634,2072,1894,1940,1227,1593,1410,1602,1617,25.46,48,"1,2,3,4,5,6,7,8",Toluene,10,10
200,7/16/25 12:21,Puff,672,662,645,1927,1863,1841,1569,1584,1577,1654,1612,26.31,49,"1,2,3,4,5,6,7,8",Toluene,10,10
201,7/16/25 12:21,Puff,649,668,688,1941,2026,2018,1392,1671,1532,1624,1657,25.5,51,"1,2,3,4,5,6,7,8",Toluene,10,10
202,7/16/25 12:21,Puff,650,643,616,2117,2061,1854,1513,1668,1591,1637,1638,23.76,50,"1,2,3,4,5,6,7,8",Toluene,10,10
203,7/16/25 12:21,Puff,638,632,618,1978,2066,1861,1541,1640,1591,1601,1655,27.75,48,"1,2,3,4,5,6,7,8",Toluene,10,10
204,7/16/25 12:22,Puff,637,676,634,1901,1934,1863,1563,1593,1578,1626,1632,23.57,51,"1,2,3,4,5,6,7,8",Toluene,10,10
205,7/16/25 12:22,Puff,685,684,617,1870,2039,2028,1547,1628,1588,1612,1659,25.81,49,"1,2,3,4,5,6,7,8",Toluene,10,10
206,7/16/25 12:22,Puff,632,633,636,1853,1859,1896,1492,1625,1559,1606,1606,25.96,48,"1,2,3,4,5,6,7,8",Toluene,10,10
207,7/16/25 12:22,Puff,652,624,631,1857,2074,1941,1277,1669,1473,1640,1655,25.83,51,"1,2,3,4,5,6,7,8",Toluene,10,10
208,7/16/25 12:22,Puff,612,613,624,1905,1896,2103,1562,1587,1575,1652,1650,24.7,50,"1,2,3,4,5,6,7,8",Toluene,10,10
209,7/16/25 12:22,Puff,641,668,671,1951,2081,1852,1502,1597,1550,1629,1658,26.31,49,"1,2,3,4,5,6,7,8",Toluene,10,10
210,7/16/25 12:22,Puff,618,634,676,1908,1966,2112,1458,1571,1515,1603,1653,27.28,48,"1,2,3,4,5,6,7,8",Toluene,10,10
211,7/16/25 12:22,Puff,629,624,642,1978,2007,1855,1444,1618,1531,1640,1641,25.52,50,"1,2,3,4,5,6,7,8",Toluene,10,10
212,7/16/25 12:22,Puff,653,686,658,1872,1863,1999,1348,1587,1468,1654,1636,23.77,51,"1,2,3,4,5,6,7,8",Toluene,10,10
213,7/16/25 12:22,Puff,655,639,631,1916,1881,2038,1297,1596,1447,1647,1635,24.19,50,"1,2,3,4,5,6,7,8",Toluene,10,10
214,7/16/25 12:22,Puff,639,612,651,1906,1885,2054,1605,1550,1578,1640,1639,23.17,50,"1,2,3,4,5,6,7,8",Toluene,10,10
215,7/16/25 12:22,Puff,637,657,619,2038,1914,1857,1476,1592,1534,1609,1640,26.14,49,"1,2,3,4,5,6,7,8",Toluene,10,10
216,7/16/25 12:22,Puff,675,623,618,1940,2015,1851,1396,1531,1464,1633,1653,26.13,49,"1,2,3,4,5,6,7,8",Toluene,10,10
217,7/16/25 12:22,Puff,654,668,654,1940,2045,2064,1343,1535,1439,1623,1628,24.11,51,"1,2,3,4,5,6,7,8",Toluene,10,10
218,7/16/25 12:22,Puff,678,630,665,2109,1923,1989,1623,1621,1622,1615,1622,23.23,48,"1,2,3,4,5,6,7,8",Toluene,10,10
219,7/16/25 12:22,Puff,672,683,663,1907,2076,2110,1382,1587,1485,1630,1613,27.38,48,"1,2,3,4,5,6,7,8",Toluene,10,10
220,7/16/25 12:22,Puff,618,651,635,2104,1938,1864,1575,1649,1612,1630,1653,25.59,50,"1,2,3,4,5,6,7,8",Toluene,10,10
221,7/16/25 12:22,Puff,632,615,641,2083,2012,1958,1294,1676,1485,1602,1611,26.93,51,"1,2,3,4,5,6,7,8",Toluene,10,10
222,7/16/25 12:22,Puff,642,663,624,1841,2048,2025,1557,1622,1590,1612,1658,27.38,48,"1,2,3,4,5,6,7,8",Toluene,10,10
223,7/16/25 12:22,Puff,675,644,665,1852,1978,2016,1359,1630,1495,1609,1611,26.81,50,"1,2,3,4,5,6,7,8",Toluene,10,10
224,7/16/25 12:22,Puff,610,684,619,2028,1910,2053,1559,1629,1594,1621,1651,25.58,49,"1,2,3,4,5,6,7,8",Toluene,10,10
225,7/16/25 12:22,Puff,631,648,649,1890,1904,2071,1353,1616,1485,1648,1642,26.4,48,"1,2,3,4,5,6,7,8",Toluene,10,10
226,7/16/25 12:22,Puff,643,618,677,1969,2095,2046,1524,1569,1547,1631,1621,23.64,49,"1,2,3,4,5,6,7,8",Toluene,10,10
227,7/16/25 12:22,Puff,625,616,668,2120,2021,1876,1316,1661,1489,1652,1631,24.01,51,"1,2,3,4,5,6,7,8",Toluene,10,10
228,7/16/25 12:23,Puff,671,635,679,2003,1841,1865,1293,1619,1456,1617,1614,25.61,50,"1,2,3,4,5,6,7,8",Toluene,10,10
229,7/16/25 12:23,Puff,645,621,646,2046,1901,2037,1367,1677,1522,1640,1622,26.97,51,"1,2,3,4,5,6,7,8",Toluene,10,10
230,7/16/25 12:23,Puff,685,619,612,1994,2006,2001,1607,1528,1568,1645,1623,23.2,48,"1,2,3,4,5,6,7,8",Toluene,10,10
231,7/16/25 12:23,Puff,618,674,674,2006,2020,1978,1412,1641,1527,1649,1651,26.76,50,"1,2,3,4,5,6,7,8",Toluene,10,10
232,7/16/25 12:23,Puff,614,619,622,1843,1977,2042,1286,1530,1408,1600,1632,23.64,50,"1,2,3,4,5,6,7,8",Toluene,10,10
233,7/16/25 12:23,Puff,658,661,681,2034,2015,1994,1509,1613,1561,1633,1623,26.2,48,"1,2,3,4,5,6,7,8",Toluene,10,10
234,7/16/25 12:23,Puff,665,683,646,2062,2038,2002,1227,1536,1382,1633,1614,26.53,49,"1,2,3,4,5,6,7,8",Toluene,10,10
235,7/16/25 12:23,Puff,674,656,674,1923,2101,2009,1323,1606,1465,1615,1653,22.99,48,"1,2,3,4,5,6,7,8",Toluene,10,10
236,7/16/25 12:23,Puff,613,633,688,1962,2105,1845,1266,1604,1435,1628,1619,26.84,49,"1,2,3,4,5,6,7,8",Toluene,10,10
237,7/16/25 12:23,Puff,621,655,690,2060,1973,2090,1264,1525,1395,1605,1612,27.17,51,"1,2,3,4,5,6,7,8",Toluene,10,10
238,7/16/25 12:23,Puff,682,632,676,1977,1901,2041,1574,1582,1578,1610,1659,22.25,51,"1,2,3,4,5,6,7,8",Toluene,10,10
239,7/16/25 12:23,Puff,644,675,689,1858,1840,1888,1588,1676,1632,1654,1608,23.55,48,"1,2,3,4,5,6,7,8",Toluene,10,10
240,7/16/25 12:23,Puff,626,638,611,1860,2053,2100,1322,1564,1443,1629,1606,26.34,48,"1,2,3,4,5,6,7,8",Toluene,10,10
241,7/16/25 12:23,Puff,621,624,637,2033,2016,1878,1419,1645,1532,1646,1631,22.82,50,"1,2,3,4,5,6,7,8",Toluene,10,10
242,7/16/25 12:23,Puff,634,681,665,1895,2070,1856,1416,1636,1526,1623,1621,26.39,48,"1,2,3,4,5,6,7,8",Toluene,10,10
243,7/16/25 12:23,Puff,678,615,674,1896,2028,2115,1346,1557,1452,1647,1613,26.5,48,"1,2,3,4,5,6,7,8",Toluene,10,10
244,7/16/25 12:23,Puff,620,627,654,2044,2021,2050,1303,1578,1441,1654,1624,22.92,50,"1,2,3,4,5,6,7,8",Toluene,10,10
245,7/16/25 12:23,Puff,636,678,660,1959,2021,1989,1523,1576,1550,1651,1637,26.17,48,"1,2,3,4,5,6,7,8",Toluene,10,10
246,7/16/25 12:23,Puff,675,668,639,2149,2156,2084,1437,1743,1590,2206,2155,24.19,50,"1,2,3,4,5,6,7,8",Toluene,10,3
247,7/16/25 12:23,Puff,658,621,657,2129,2114,2123,1505,1783,1644,2140,2223,24.93,49,"1,2,3,4,5,6,7,8",Toluene,10,3
248,7/16/25 12:23,Puff,651,624,676,2139,2139,2126,1455,1865,1660,2198,2199,22.77,49,"1,2,3,4,5,6,7,8",Toluene,10,3
249,7/16/25 12:23,Puff,647,641,622,2111,2190,2155,1411,1791,1601,2111,2082,22.91,50,"1,2,3,4,5,6,7,8",Toluene,10,3
250,7/16/25 12:23,Puff,653,625,639,2085,2137,2186,1461,1741,1601,2094,2104,27.62,50,"1,2,3,4,5,6,7,8",Toluene,10,3
251,7/16/25 12:23,Puff,659,654,611,2192,2243,2241,1484,1739,1612,2099,2174,27.29,49,"1,2,3,4,5,6,7,8",Toluene,10,3
252,7/16/25 12:24,Puff,661,636,630,2127,2225,2123,1509,1827,1668,2119,2234,25.44,49,"1,2,3,4,5,6,7,8",Toluene,10,3
253,7/16/25 12:24,Puff,661,646,653,2235,2123,2105,1451,1766,1609,2165,2161,25.79,50,"1,2,3,4,5,6,7,8",Toluene,10,3
254,7/16/25 12:24,Puff,639,620,649,2124,2159,2169,1421,1736,1579,2133,2213,22.78,50,"1,2,3,4,5,6,7,8",Toluene,10,3
255,7/16/25 12:24,Puff,623,639,636,2193,2096,2240,1450,1876,1663,2170,2200,24.03,50,"1,2,3,4,5,6,7,8",Toluene,10,3
256,7/16/25 12:24,Puff,625,674,671,2101,2141,2250,1502,1858,1680,2213,2221,22.39,49,"1,2,3,4,5,6,7,8",Toluene,10,3
257,7/16/25 12:24,Puff,650,664,668,2237,2159,2156,1408,1730,1569,2136,2092,25,50,"1,2,3,4,5,6,7,8",Toluene,10,3
258,7/16/25 12:24,Puff,617,649,684,2175,2083,2134,1452,1777,1615,2201,2110,24.17,49,"1,2,3,4,5,6,7,8",Toluene,10,3
259,7/16/25 12:24,Puff,631,658,661,2112,2250,2245,1411,1774,1593,2242,2217,24.21,50,"1,2,3,4,5,6,7,8",Toluene,10,3
260,7/16/25 12:24,Puff,635,628,645,2176,2099,2090,1491,1833,1662,2131,2207,26.13,48,"1,2,3,4,5,6,7,8",Toluene,10,3
261,7/16/25 12:24,Puff,655,641,618,2209,2221,2105,1420,1838,1629,2236,2171,23.32,49,"1,2,3,4,5,6,7,8",Toluene,10,3
262,7/16/25 12:24,Puff,671,621,617,2181,2160,2084,1409,1746,1578,2117,2091,23.67,48,"1,2,3,4,5,6,7,8",Toluene,10,3
263,7/16/25 12:24,Puff,658,654,658,2117,2240,2148,1500,1747,1624,2121,2187,26.86,50,"1,2,3,4,5,6,7,8",Toluene,10,3
264,7/16/25 12:24,Puff,639,617,685,2218,2085,2206,1491,1737,1614,2131,2103,22.48,50,"1,2,3,4,5,6,7,8",Toluene,10,3
265,7/16/25 12:24,Puff,617,664,647,2204,2175,2154,1473,1843,1658,2093,2210,24.3,48,"1,2,3,4,5,6,7,8",Toluene,10,3
266,7/16/25 12:24,Puff,683,669,621,2233,2223,2226,1452,1819,1636,2225,2153,26.19,48,"1,2,3,4,5,6,7,8",Toluene,10,3
267,7/16/25 12:24,Puff,680,670,688,2097,2212,2170,1473,1811,1642,2235,2249,25.34,51,"1,2,3,4,5,6,7,8",Toluene,10,3
268,7/16/25 12:24,Puff,621,631,619,2146,2244,2158,1478,1823,1651,2091,2198,23.13,50,"1,2,3,4,5,6,7,8",Toluene,10,3
269,7/16/25 12:24,Puff,678,612,664,2080,2249,2188,1404,1789,1597,2218,2154,23.93,48,"1,2,3,4,5,6,7,8",Toluene,10,3
270,7/16/25 12:24,Puff,620,661,666,2119,2082,2193,1428,1741,1585,2241,2083,27.63,51,"1,2,3,4,5,6,7,8",Toluene,10,3
271,7/16/25 12:24,Puff,651,657,683,2219,2221,2185,1466,1830,1648,2215,2208,23.9,51,"1,2,3,4,5,6,7,8",Toluene,10,3
272,7/16/25 12:24,Puff,675,679,646,2245,2120,2215,1491,1880,1686,2152,2179,26.07,49,"1,2,3,4,5,6,7,8",Toluene,10,3
273,7/16/25 12:24,Puff,641,611,622,2196,2247,2143,1470,1871,1671,2232,2228,25.21,50,"1,2,3,4,5,6,7,8",Toluene,10,3
274,7/16/25 12:24,Puff,688,667,685,2137,2123,2244,1492,1835,1664,2097,2205,22.46,51,"1,2,3,4,5,6,7,8",Toluene,10,3
275,7/16/25 12:25,Puff,648,623,642,2144,2224,2244,1477,1720,1599,2201,2095,26.49,48,"1,2,3,4,5,6,7,8",Toluene,10,3
276,7/16/25 12:25,Puff,663,686,620,2109,2216,2238,1485,1768,1627,2149,2102,23.03,49,"1,2,3,4,5,6,7,8",Toluene,10,3
277,7/16/25 12:25,Puff,677,624,656,2144,2185,2229,1440,1831,1636,2227,2137,23.37,51,"1,2,3,4,5,6,7,8",Toluene,10,3
278,7/16/25 12:25,Puff,652,652,631,2240,2250,2237,1483,1831,1657,2216,2133,24.83,50,"1,2,3,4,5,6,7,8",Toluene,10,3
279,7/16/25 12:25,Puff,634,610,615,2115,2122,2133,1423,1731,1577,2246,2148,25.94,51,"1,2,3,4,5,6,7,8",Toluene,10,3
280,7/16/25 12:25,Puff,641,634,616,2206,2177,2178,1405,1754,1580,2149,2157,23.95,50,"1,2,3,4,5,6,7,8",Toluene,10,3
281,7/16/25 12:25,Puff,674,628,641,2144,2175,2106,1489,1787,1638,2180,2187,26.73,51,"1,2,3,4,5,6,7,8",Toluene,10,3
282,7/16/25 12:25,Puff,635,632,684,2128,2130,2196,1418,1842,1630,2244,2151,25.12,51,"1,2,3,4,5,6,7,8",Toluene,10,3
283,7/16/25 12:25,Puff,677,621,680,2221,2193,2241,1459,1806,1633,2119,2147,24.71,50,"1,2,3,4,5,6,7,8",Toluene,10,3
284,7/16/25 12:25,Puff,686,613,665,2250,2175,2185,1460,1725,1593,2214,2223,26.39,49,"1,2,3,4,5,6,7,8",Toluene,10,3
285,7/16/25 12:25,Puff,610,686,639,2117,2135,2091,1459,1838,1649,2189,2122,23.6,51,"1,2,3,4,5,6,7,8",Toluene,10,3
286,7/16/25 12:25,Puff,676,624,681,2080,2156,2218,1410,1811,1611,2115,2173,22.35,48,"1,2,3,4,5,6,7,8",Toluene,10,3
287,7/16/25 12:25,Puff,620,658,650,2235,2182,2134,1495,1787,1641,2183,2123,26.69,50,"1,2,3,4,5,6,7,8",Toluene,10,3
288,7/16/25 12:25,Puff,671,637,677,2167,2138,2137,1471,1825,1648,2196,2172,23.84,51,"1,2,3,4,5,6,7,8",Toluene,10,3
289,7/16/25 13:16,Puff,630,661,662,2232,2170,2166,1506,1872,1689,2217,2226,27.38,49,"1,2,3,4,5,6,7,8",Toluene,10,3
290,7/16/25 13:16,Puff,688,620,640,2115,2213,2087,1489,1802,1646,2235,2235,22.25,49,"1,2,3,4,5,6,7,8",Toluene,10,3
291,7/16/25 13:16,Puff,665,643,662,2127,2179,2165,1445,1830,1638,2104,2153,22.78,48,"1,2,3,4,5,6,7,8",Toluene,10,3
292,7/16/25 13:16,Puff,688,663,682,2117,2135,2235,1481,1842,1662,2163,2239,26.45,48,"1,2,3,4,5,6,7,8",Toluene,10,3
293,7/16/25 13:16,Puff,671,649,629,2192,2234,2088,1444,1780,1612,2228,2229,25.35,51,"1,2,3,4,5,6,7,8",Toluene,10,3
294,7/16/25 13:16,Puff,650,649,613,2196,2233,2083,1407,1845,1626,2182,2220,24.1,48,"1,2,3,4,5,6,7,8",Toluene,10,3
295,7/16/25 13:16,Puff,666,666,625,2129,2203,2206,1433,1742,1588,2128,2222,26.53,50,"1,2,3,4,5,6,7,8",Toluene,10,3
296,7/16/25 13:16,Puff,679,628,624,2117,2205,2193,1452,1759,1606,2185,2104,26.24,49,"1,2,3,4,5,6,7,8",Toluene,10,3
297,7/16/25 13:16,Puff,632,644,631,2215,2150,2203,1486,1736,1611,2224,2175,26.78,49,"1,2,3,4,5,6,7,8",Toluene,10,3
298,7/16/25 13:16,Puff,636,614,687,2087,2098,2227,1423,1776,1600,2153,2193,25.45,49,"1,2,3,4,5,6,7,8",Toluene,10,3
299,7/16/25 13:16,Puff,651,645,678,2091,2202,2152,1406,1872,1639,2147,2197,27.27,50,"1,2,3,4,5,6,7,8",Toluene,10,3
300,7/16/25 13:16,Puff,615,625,627,2186,2226,2248,1412,1741,1577,2125,2170,25.82,48,"1,2,3,4,5,6,7,8",Toluene,10,3
301,7/16/25 13:16,Puff,621,637,659,2145,2246,2197,1458,1817,1638,2135,2168,27.19,51,"1,2,3,4,5,6,7,8",Toluene,10,3
302,7/16/25 13:16,Puff,686,660,638,2185,2124,2215,1487,1736,1612,2129,2113,25.36,50,"1,2,3,4,5,6,7,8",Toluene,10,3
303,7/16/25 13:16,Puff,633,624,685,2250,2227,2155,1466,1750,1608,2110,2082,22.24,50,"1,2,3,4,5,6,7,8",Toluene,10,3
304,7/16/25 13:16,Puff,621,627,628,2239,2193,2233,1433,1855,1644,2240,2109,26.74,51,"1,2,3,4,5,6,7,8",Toluene,10,3
305,7/16/25 13:16,Puff,650,627,644,2092,2110,2214,1482,1770,1626,2171,2219,23.48,48,"1,2,3,4,5,6,7,8",Toluene,10,3
306,7/16/25 13:16,Puff,641,666,635,2206,2138,2181,1459,1839,1649,2222,2163,26.16,50,"1,2,3,4,5,6,7,8",Toluene,10,3
307,7/16/25 13:16,Puff,682,686,659,2119,2230,2113,1426,1802,1614,2085,2124,26.87,51,"1,2,3,4,5,6,7,8",Toluene,10,3
308,7/16/25 13:17,Puff,648,616,674,2099,2228,2104,1471,1743,1607,2130,2161,22.96,50,"1,2,3,4,5,6,7,8",Toluene,10,3
309,7/16/25 13:17,Puff,655,662,655,2132,2150,2128,1400,1869,1635,2134,2135,27.09,48,"1,2,3,4,5,6,7,8",Toluene,10,3
310,7/16/25 13:17,Puff,631,641,684,2091,2211,2205,1501,1720,1611,2134,2091,27.65,51,"1,2,3,4,5,6,7,8",Toluene,10,3
311,7/16/25 13:17,Puff,665,610,663,2201,2113,2216,1476,1845,1661,2242,2180,26.6,48,"1,2,3,4,5,6,7,8",Toluene,10,3
312,7/16/25 13:17,Puff,648,676,613,2107,2250,2150,1485,1788,1637,2109,2088,25.02,51,"1,2,3,4,5,6,7,8",Toluene,10,3
313,7/16/25 13:17,Puff,637,628,652,2103,2206,2181,1421,1843,1632,2126,2182,24.31,48,"1,2,3,4,5,6,7,8",Toluene,10,3
314,7/16/25 13:17,Puff,613,617,633,2187,2081,2194,1437,1872,1655,2112,2132,27.33,50,"1,2,3,4,5,6,7,8",Toluene,10,3
315,7/16/25 13:17,Puff,673,650,636,2160,2214,2206,1465,1785,1625,2199,2119,24.21,50,"1,2,3,4,5,6,7,8",Toluene,10,3
316,7/16/25 13:17,Puff,646,684,619,2122,2185,2128,1454,1745,1600,2220,2112,27.33,51,"1,2,3,4,5,6,7,8",Toluene,10,3
317,7/16/25 13:17,Puff,658,640,615,2102,2100,2172,1471,1754,1613,2130,2104,24.17,50,"1,2,3,4,5,6,7,8",Toluene,10,3
318,7/16/25 13:17,Puff,665,664,662,2220,2243,2102,1431,1741,1586,2201,2107,26.12,49,"1,2,3,4,5,6,7,8",Toluene,10,3
319,7/16/25 13:17,Puff,612,681,663,2234,2130,2243,1410,1794,1602,2193,2161,24.57,49,"1,2,3,4,5,6,7,8",Toluene,10,3
320,7/16/25 13:17,Puff,664,669,613,2100,2199,2234,1415,1778,1597,2097,2223,22.85,51,"1,2,3,4,5,6,7,8",Toluene,10,3
321,7/16/25 13:17,Puff,649,680,674,2125,2232,2173,1494,1811,1653,2221,2219,25.97,50,"1,2,3,4,5,6,7,8",Toluene,10,3
322,7/16/25 13:17,Puff,687,680,675,2199,2231,2212,1434,1859,1647,2140,2176,23.04,50,"1,2,3,4,5,6,7,8",Toluene,10,3
323,7/16/25 13:17,Puff,634,663,629,2131,2093,2243,1474,1845,1660,2144,2152,25.95,51,"1,2,3,4,5,6,7,8",Toluene,10,3
324,7/16/25 13:17,Puff,683,635,657,2082,2109,2244,1500,1786,1643,2240,2095,25.24,50,"1,2,3,4,5,6,7,8",Toluene,10,3
325,7/16/25 13:17,Puff,676,673,681,2081,2109,2204,1501,1833,1667,2196,2113,22.48,51,"1,2,3,4,5,6,7,8",Toluene,10,3
326,7/16/25 13:17,Puff,661,678,633,2143,2088,2155,1497,1864,1681,2165,2155,23.42,48,"1,2,3,4,5,6,7,8",Toluene,10,3
327,7/16/25 13:17,Puff,650,633,665,2133,2223,2146,1502,1754,1628,2190,2242,23.85,51,"1,2,3,4,5,6,7,8",Toluene,10,3
328,7/16/25 13:17,Puff,629,630,685,2168,2235,2223,1418,1863,1641,2155,2108,26.51,48,"1,2,3,4,5,6,7,8",Toluene,10,3
329,7/16/25 13:17,Puff,622,618,613,2165,2210,2134,1476,1733,1605,2138,2098,26.36,50,"1,2,3,4,5,6,7,8",Toluene,10,3
330,7/16/25 13:17,Puff,666,639,628,2081,2092,2186,1484,1811,1648,2094,2115,26.04,49,"1,2,3,4,5,6,7,8",Toluene,10,3
331,7/16/25 13:18,Puff,656,690,668,2118,2199,2156,1490,1726,1608,2235,2086,26.32,48,"1,2,3,4,5,6,7,8",Toluene,10,3
332,7/16/25 13:19,Puff,660,616,651,2007,1895,1869,1417,1680,1549,1914,2038,24.83,50,"1,2,3,4,5,6,7,8",Toluene,15,15
333,7/16/25 13:19,Puff,678,629,645,2025,1881,2040,1473,1742,1608,1913,2027,25.64,50,"1,2,3,4,5,6,7,8",Toluene,15,15
334,7/16/25 13:19,Puff,655,631,673,1898,1930,1908,1435,1769,1602,1996,1896,25.64,51,"1,2,3,4,5,6,7,8",Toluene,15,15
335,7/16/25 13:19,Puff,652,663,647,1942,1872,1946,1499,1739,1619,2029,1955,24.88,48,"1,2,3,4,5,6,7,8",Toluene,15,15
336,7/16/25 13:19,Puff,653,686,650,2056,1933,2070,1426,1830,1628,2058,1995,22.22,48,"1,2,3,4,5,6,7,8",Toluene,15,15
337,7/16/25 13:19,Puff,680,678,646,2044,1962,2030,1386,1815,1601,2069,1884,22.39,49,"1,2,3,4,5,6,7,8",Toluene,15,15
338,7/16/25 13:19,Puff,675,652,611,2015,2008,1978,1360,1821,1591,1889,1910,25.03,49,"1,2,3,4,5,6,7,8",Toluene,15,15
339,7/16/25 13:19,Puff,659,631,665,1885,1967,1956,1457,1726,1592,1960,2056,25.48,49,"1,2,3,4,5,6,7,8",Toluene,15,15
340,7/16/25 13:19,Puff,654,635,671,1915,1900,1952,1399,1776,1588,1951,1963,24.37,49,"1,2,3,4,5,6,7,8",Toluene,15,15
341,7/16/25 13:19,Puff,645,657,617,2044,1977,2039,1417,1763,1590,1903,2066,22.36,51,"1,2,3,4,5,6,7,8",Toluene,15,15
342,7/16/25 13:19,Puff,681,631,631,2058,2035,2035,1434,1772,1603,1876,2036,27.08,51,"1,2,3,4,5,6,7,8",Toluene,15,15
343,7/16/25 13:19,Puff,652,688,677,1912,1916,1922,1494,1733,1614,1877,2031,23.43,49,"1,2,3,4,5,6,7,8",Toluene,15,15
344,7/16/25 13:19,Puff,661,686,620,1915,1987,2020,1445,1799,1622,1920,1940,24.91,50,"1,2,3,4,5,6,7,8",Toluene,15,15
345,7/16/25 13:20,Puff,628,683,657,1923,1972,2070,1376,1732,1554,1938,2020,26.2,48,"1,2,3,4,5,6,7,8",Toluene,15,15
346,7/16/25 13:20,Puff,623,683,661,2041,2070,1954,1371,1810,1591,2049,1937,22.63,49,"1,2,3,4,5,6,7,8",Toluene,15,15
347,7/16/25 13:20,Puff,645,619,671,1965,2006,1997,1395,1772,1584,1982,1899,26.11,48,"1,2,3,4,5,6,7,8",Toluene,15,15
348,7/16/25 13:20,Puff,638,686,666,2016,2011,1884,1421,1746,1584,1927,1942,27.55,49,"1,2,3,4,5,6,7,8",Toluene,15,15
349,7/16/25 13:20,Puff,634,681,646,2031,1928,2039,1429,1762,1596,1900,1977,24.34,51,"1,2,3,4,5,6,7,8",Toluene,15,15
350,7/16/25 13:20,Puff,679,618,633,1885,2016,2048,1427,1744,1586,1877,1889,24.74,48,"1,2,3,4,5,6,7,8",Toluene,15,15
351,7/16/25 13:20,Puff,689,625,663,2016,1877,1939,1383,1777,1580,2035,1890,26.54,51,"1,2,3,4,5,6,7,8",Toluene,15,15
352,7/16/25 13:20,Puff,668,680,666,2046,1979,1995,1375,1686,1531,2030,1870,25.97,48,"1,2,3,4,5,6,7,8",Toluene,15,15
353,7/16/25 13:20,Puff,681,627,676,1905,2075,1947,1418,1835,1627,2038,1896,23.08,49,"1,2,3,4,5,6,7,8",Toluene,15,15
